locus_tag,accession,start,end,strand,gene_name,old_locus_tag,gene_product,ncbi_protein
SAOUHSC_01502,NC_007795.1,1455301.0,1456680.0,-,,,ATP-dependent DNA helicase RecQ,YP_500020.1
SAOUHSC_01503,NC_007795.1,1456670.0,1457623.0,-,,,hypothetical protein,YP_500021.1
SAOUHSC_01504,NC_007795.1,1457755.0,1457979.0,+,,,ferredoxin,YP_500022.1
SAOUHSC_01505,NC_007795.1,1458085.0,1458630.0,-,,,hypothetical protein,YP_500023.1
SAOUHSC_01507,NC_007795.1,1458909.0,1459028.0,-,,,hypothetical protein,YP_500024.1
SAOUHSC_01508,NC_007795.1,1459227.0,1460141.0,-,,,hypothetical protein,YP_500025.1
SAOUHSC_01510,NC_007795.1,1460156.0,1460362.0,-,,,hypothetical protein,YP_500026.1
SAOUHSC_01511,NC_007795.1,1460355.0,1461245.0,-,,,hypothetical protein,YP_500027.1
SAOUHSC_01512,NC_007795.1,1461363.0,1462280.0,-,,,hypothetical protein,YP_500028.1
SAOUHSC_01513,NC_007795.1,1462371.0,1462718.0,-,,,hypothetical protein,YP_500029.1
SAOUHSC_01514,NC_007795.1,1462963.0,1463799.0,-,,,hypothetical protein,YP_500030.1
SAOUHSC_01515,NC_007795.1,1464415.0,1465869.0,-,,,petidoglycan hydrolase,YP_500032.1
SAOUHSC_01516,NC_007795.1,1465880.0,1466182.0,-,,,holin protein,YP_500033.1
SAOUHSC_01517,NC_007795.1,1466318.0,1466617.0,-,,,hypothetical protein,YP_500034.1
SAOUHSC_01518,NC_007795.1,1466663.0,1466827.0,-,,,hypothetical protein,YP_500035.1
SAOUHSC_01519,NC_007795.1,1466820.0,1467209.0,-,,,SLT orf 129-like protein,YP_500036.1
SAOUHSC_01520,NC_007795.1,1467209.0,1468675.0,-,,,SLT orf 488-like protein,YP_500037.1
SAOUHSC_01521,NC_007795.1,1468675.0,1470585.0,-,,,SLT orf 636-like protein,YP_500038.1
SAOUHSC_01522,NC_007795.1,1470601.0,1470891.0,-,,,hypothetical protein,YP_500039.1
SAOUHSC_01523,NC_007795.1,1470891.0,1472474.0,-,,,SLT orf 527-like protein,YP_500040.1
SAOUHSC_01524,NC_007795.1,1472483.0,1473307.0,-,,,holin-like protein,YP_500041.1
SAOUHSC_01525,NC_007795.1,1473307.0,1479507.0,-,,,phage tail tape meausure protein,YP_500042.1
SAOUHSC_01526,NC_007795.1,1479521.0,1479679.0,-,,,hypothetical protein,YP_500043.1
SAOUHSC_01527,NC_007795.1,1479721.0,1480071.0,-,,,hypothetical protein,YP_500044.1
SAOUHSC_01528,NC_007795.1,1480129.0,1480584.0,-,,,bacteriophage L54aIg-like domain-containing protein,YP_500045.1
SAOUHSC_01529,NC_007795.1,1480676.0,1481317.0,-,,,major tail protein,YP_500046.1
SAOUHSC_01530,NC_007795.1,1481352.0,1481747.0,-,,,hypothetical protein,YP_500047.1
SAOUHSC_01531,NC_007795.1,1481748.0,1482149.0,-,,,SLT orf 123-like protein,YP_500048.1
SAOUHSC_01532,NC_007795.1,1482146.0,1482478.0,-,,,SLT orf 110-like protein,YP_500049.1
SAOUHSC_01533,NC_007795.1,1482490.0,1482768.0,-,,,hypothetical protein,YP_500050.1
SAOUHSC_01535,NC_007795.1,1482837.0,1484000.0,-,,,hypothetical protein,YP_500051.1
SAOUHSC_01536,NC_007795.1,1484012.0,1484785.0,-,,,scaffolding protease,YP_500052.1
SAOUHSC_01537,NC_007795.1,1484769.0,1486007.0,-,,,HK97 family phage portal protein,YP_500053.1
SAOUHSC_01538,NC_007795.1,1486012.0,1487703.0,-,,,phage terminase large subunit,YP_500054.1
SAOUHSC_01539,NC_007795.1,1487693.0,1487998.0,-,,,terminase small subunit,YP_500055.1
SAOUHSC_01540,NC_007795.1,1488120.0,1488434.0,-,,,bacteriophage L54a HNH endonuclease family protein,YP_500056.1
SAOUHSC_01541,NC_007795.1,1488591.0,1489028.0,-,,,hypothetical protein,YP_500057.1
SAOUHSC_01542,NC_007795.1,1489041.0,1490408.0,-,,,SNF2 family protein,YP_500058.1
SAOUHSC_01543,NC_007795.1,1490389.0,1490679.0,-,,,phi-like protein,YP_500059.1
SAOUHSC_01544,NC_007795.1,1490813.0,1490917.0,+,,,hypothetical protein,YP_500060.1
SAOUHSC_01545,NC_007795.1,1491020.0,1491310.0,-,,,hypothetical protein,YP_500061.1
SAOUHSC_01546,NC_007795.1,1491243.0,1491503.0,-,,,hypothetical protein,YP_500062.1
SAOUHSC_01547,NC_007795.1,1491472.0,1493469.0,-,,,hypothetical protein,YP_500063.1
SAOUHSC_01548,NC_007795.1,1493521.0,1493721.0,-,,,hypothetical protein,YP_500064.1
SAOUHSC_01549,NC_007795.1,1493789.0,1493956.0,-,,,transcriptional activator rinB-like protein,YP_500065.1
SAOUHSC_01550,NC_007795.1,1493944.0,1494144.0,-,,,hypothetical protein,YP_500066.1
SAOUHSC_01551,NC_007795.1,1494119.0,1494307.0,-,,,hypothetical protein,YP_500067.1
SAOUHSC_01552,NC_007795.1,1494344.0,1494886.0,-,,,bacteriophage L54a deoxyuridine 5-triphosphate nucleotidohydrolase,YP_500068.1
SAOUHSC_01553,NC_007795.1,1494891.0,1495127.0,-,,,PVL orf 52-like protein,YP_500069.1
SAOUHSC_01555,NC_007795.1,1495425.0,1495772.0,-,,,hypothetical protein,YP_500071.1
SAOUHSC_01556,NC_007795.1,1495769.0,1496170.0,-,,,PVL orf 52-like protein,YP_500072.1
SAOUHSC_01557,NC_007795.1,1496173.0,1496379.0,-,,,hypothetical protein,YP_500073.1
SAOUHSC_01558,NC_007795.1,1496393.0,1496635.0,-,,,PVL orf 51-like protein,YP_500074.1
SAOUHSC_01559,NC_007795.1,1496650.0,1496850.0,-,,,hypothetical protein,YP_500075.1
SAOUHSC_01560,NC_007795.1,1496853.0,1497110.0,-,,,hypothetical protein,YP_500076.1
SAOUHSC_01561,NC_007795.1,1497110.0,1497511.0,-,,,PVL orf 50-like protein,YP_500077.1
SAOUHSC_01562,NC_007795.1,1497511.0,1497696.0,-,,,hypothetical protein,YP_500078.1
SAOUHSC_01563,NC_007795.1,1497709.0,1499661.0,-,,,phage encoded DNA polymerase I,YP_500079.1
SAOUHSC_01565,NC_007795.1,1499730.0,1500287.0,-,,,hypothetical protein,YP_500080.1
SAOUHSC_01566,NC_007795.1,1500313.0,1501479.0,-,,,phi APSE P51-like protein,YP_500081.1
SAOUHSC_01567,NC_007795.1,1501476.0,1501838.0,-,,,hypothetical protein,YP_500082.1
SAOUHSC_01568,NC_007795.1,1501853.0,1502176.0,-,,,hypothetical protein,YP_500083.1
SAOUHSC_01569,NC_007795.1,1502255.0,1502416.0,-,,,hypothetical protein,YP_500084.1
SAOUHSC_01570,NC_007795.1,1502429.0,1502692.0,-,,,PVL orf 37-like protein,YP_500085.1
SAOUHSC_01571,NC_007795.1,1502717.0,1502932.0,-,,,SLT orf 71-like protein,YP_500086.1
SAOUHSC_01572,NC_007795.1,1502987.0,1503352.0,+,,,hypothetical protein,YP_500087.1
SAOUHSC_01573,NC_007795.1,1503321.0,1503566.0,-,,,hypothetical protein,YP_500088.1
SAOUHSC_01574,NC_007795.1,1503582.0,1503845.0,-,,,helix-turn-helix domain-containing protein,YP_500089.1
SAOUHSC_A01514,NC_007795.1,1503842.0,1504015.0,-,,,hypothetical protein,YP_500090.1
SAOUHSC_01575,NC_007795.1,1503978.0,1504691.0,+,,,helix-turn-helix domain-containing protein,YP_500091.1
SAOUHSC_01576,NC_007795.1,1504707.0,1505639.0,+,,,exonuclease family protein,YP_500092.1
SAOUHSC_01577,NC_007795.1,1505645.0,1505986.0,+,,,hypothetical protein,YP_500093.1
SAOUHSC_01578,NC_007795.1,1506145.0,1506372.0,+,,,hypothetical protein,YP_500094.1
SAOUHSC_01579,NC_007795.1,1506409.0,1506555.0,+,,,hypothetical protein,YP_500095.1
SAOUHSC_01580,NC_007795.1,1506552.0,1507166.0,-,,,phi PVL ORF 30-like protein,YP_500096.1
SAOUHSC_01582,NC_007795.1,1507292.0,1508497.0,+,,,bacteriophage integrase,YP_500097.1
SAOUHSC_01583,NC_007795.1,1508540.0,1510567.0,-,,,hypothetical protein,YP_500098.1
SAOUHSC_01584,NC_007795.1,1510560.0,1511429.0,-,,,hypothetical protein,YP_500099.1
SAOUHSC_01585,NC_007795.1,1511734.0,1513485.0,-,,,respiratory response protein SrrB,YP_500100.1
SAOUHSC_01586,NC_007795.1,1513466.0,1514191.0,-,,,DNA-binding response regulator,YP_500101.1
SAOUHSC_01587,NC_007795.1,1514324.0,1515061.0,-,,,ribosomal large subunit pseudouridine synthase B,YP_500102.1
SAOUHSC_01588,NC_007795.1,1515054.0,1515596.0,-,,,hypothetical protein,YP_500103.1
SAOUHSC_01589,NC_007795.1,1515589.0,1516320.0,-,,,hypothetical protein,YP_500104.1
SAOUHSC_01590,NC_007795.1,1516412.0,1516918.0,+,,,hypothetical protein,YP_500105.1
SAOUHSC_01591,NC_007795.1,1516996.0,1517883.0,-,,,integrase/recombinase XerD,YP_500106.1
SAOUHSC_01592,NC_007795.1,1517932.0,1518381.0,-,,,transcriptional regulator Fur,YP_500107.1
SAOUHSC_01593,NC_007795.1,1518486.0,1519028.0,-,,,NUDIX domain-containing protein,YP_500108.1
SAOUHSC_01594,NC_007795.1,1519110.0,1520018.0,+,,,hypothetical protein,YP_500109.1
SAOUHSC_01595,NC_007795.1,1520234.0,1520482.0,-,,,hypothetical protein,YP_500110.1
SAOUHSC_01596,NC_007795.1,1520498.0,1521253.0,-,,,hypothetical protein,YP_500111.1
SAOUHSC_01597,NC_007795.1,1521425.0,1522210.0,+,,,pyrroline-5-carboxylate reductase,YP_500112.1
SAOUHSC_01598,NC_007795.1,1522315.0,1523235.0,-,,,AtsA/ElaC family protein,YP_500113.1
SAOUHSC_01599,NC_007795.1,1523548.0,1525032.0,+,,,glucose-6-phosphate 1-dehydrogenase,YP_500114.1
SAOUHSC_01600,NC_007795.1,1525235.0,1526128.0,+,,,hypothetical protein,YP_500115.1
SAOUHSC_01601,NC_007795.1,1526211.0,1527860.0,-,,,alpha-D-1%2C4-glucosidase,YP_500116.1
SAOUHSC_01602,NC_007795.1,1527876.0,1528895.0,-,,,maltose operon transcriptional repressor,YP_500117.1
SAOUHSC_01603,NC_007795.1,1528896.0,1529150.0,-,,,hypothetical protein,YP_500118.1
SAOUHSC_01604,NC_007795.1,1529089.0,1529460.0,-,,,hypothetical protein,YP_500119.1
SAOUHSC_01605,NC_007795.1,1529679.0,1531085.0,-,,,6-phosphogluconate dehydrogenase,YP_500120.1
SAOUHSC_01606,NC_007795.1,1531153.0,1532286.0,-,,,peptidase T,YP_500121.1
SAOUHSC_01607,NC_007795.1,1532549.0,1532728.0,+,,,hypothetical protein,YP_500122.1
SAOUHSC_01608,NC_007795.1,1532809.0,1532901.0,+,,,hypothetical protein,YP_500123.1
SAOUHSC_01609,NC_007795.1,1532855.0,1533835.0,-,,,hypothetical protein,YP_500124.1
SAOUHSC_01610,NC_007795.1,1533849.0,1534286.0,-,,,hypothetical protein,YP_500125.1
SAOUHSC_01611,NC_007795.1,1534637.0,1535911.0,-,,,2-oxoisovalerate dehydrogenase%2C E2 component%2C dihydrolipoamide acetyltransferase,YP_500126.1
SAOUHSC_01612,NC_007795.1,1535924.0,1536907.0,-,,,2-oxoisovalerate dehydrogenase%2C E1 component subunit beta,YP_500127.1
SAOUHSC_01613,NC_007795.1,1536907.0,1537899.0,-,,,2-oxoisovalerate dehydrogenase%2C E1 component subunit alpha,YP_500128.1
SAOUHSC_01614,NC_007795.1,1537915.0,1539336.0,-,,,dihydrolipoamide dehydrogenase,YP_500129.1
SAOUHSC_01615,NC_007795.1,1539487.0,1541166.0,-,,,DNA repair protein RecN,YP_500130.1
SAOUHSC_01617,NC_007795.1,1541182.0,1541634.0,-,,,arginine repressor,YP_500131.1
SAOUHSC_01618,NC_007795.1,1542066.0,1542947.0,-,,,geranyltranstransferase,YP_500132.1
SAOUHSC_01619,NC_007795.1,1542925.0,1543155.0,-,,,exodeoxyribonuclease VII small subunit,YP_500133.1
SAOUHSC_01620,NC_007795.1,1543148.0,1544485.0,-,xseA,,exodeoxyribonuclease VII large subunit,YP_500134.1
SAOUHSC_01621,NC_007795.1,1544502.0,1544891.0,-,nusB,,transcription antitermination protein NusB,YP_500135.1
SAOUHSC_01622,NC_007795.1,1544951.0,1545313.0,-,,,hypothetical protein,YP_500136.1
SAOUHSC_01623,NC_007795.1,1545328.0,1546683.0,-,,,acetyl-CoA carboxylase biotin carboxylase subunit,YP_500137.1
SAOUHSC_01624,NC_007795.1,1546683.0,1547147.0,-,,,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit,YP_500138.1
SAOUHSC_01625,NC_007795.1,1547621.0,1548178.0,-,,,elongation factor P,YP_500139.1
SAOUHSC_01626,NC_007795.1,1548204.0,1549265.0,-,,,proline dipeptidase,YP_500140.1
SAOUHSC_01627,NC_007795.1,1549370.0,1549951.0,+,,,hypothetical protein,YP_500141.1
SAOUHSC_01628,NC_007795.1,1549965.0,1550183.0,+,,,hypothetical protein,YP_500142.1
SAOUHSC_01629,NC_007795.1,1550247.0,1551077.0,-,,,hypothetical protein,YP_500143.1
SAOUHSC_01630,NC_007795.1,1551235.0,1551621.0,+,,,hypothetical protein,YP_500144.1
SAOUHSC_01632,NC_007795.1,1551986.0,1553458.0,-,,,glycine dehydrogenase subunit 2,YP_500145.1
SAOUHSC_01633,NC_007795.1,1553451.0,1554797.0,-,,,glycine dehydrogenase subunit 1,YP_500146.1
SAOUHSC_01634,NC_007795.1,1554817.0,1555908.0,-,gcvT,,glycine cleavage system aminomethyltransferase T,YP_500147.1
SAOUHSC_01635,NC_007795.1,1556067.0,1556591.0,-,,,shikimate kinase,YP_500148.1
SAOUHSC_01636,NC_007795.1,1556581.0,1556727.0,-,,,hypothetical protein,YP_500149.1
SAOUHSC_01637,NC_007795.1,1556824.0,1557321.0,-,,,competence protein ComGF,YP_500150.2
SAOUHSC_01638,NC_007795.1,1557239.0,1557559.0,-,,,hypothetical protein,YP_500151.1
SAOUHSC_01639,NC_007795.1,1557525.0,1557971.0,-,,,hypothetical protein,YP_500152.1
SAOUHSC_01640,NC_007795.1,1557949.0,1558260.0,-,,,hypothetical protein,YP_500153.1
SAOUHSC_01641,NC_007795.1,1558274.0,1559194.0,-,,,hypothetical protein,YP_500154.1
SAOUHSC_01643,NC_007795.1,1559316.0,1560290.0,-,,,hypothetical protein,YP_500155.1
SAOUHSC_01644,NC_007795.1,1560342.0,1560965.0,-,,,hypothetical protein,YP_500156.1
SAOUHSC_01645,NC_007795.1,1560962.0,1561291.0,-,,,hypothetical protein,YP_500157.1
SAOUHSC_01646,NC_007795.1,1561291.0,1562277.0,-,,,glucokinase,YP_500158.1
SAOUHSC_01647,NC_007795.1,1562274.0,1562477.0,-,,,hypothetical protein,YP_500159.1
SAOUHSC_01650,NC_007795.1,1563933.0,1564472.0,-,,,5-formyltetrahydrofolate cyclo-ligase,YP_500162.1
SAOUHSC_01651,NC_007795.1,1564681.0,1564830.0,-,rpmG,,50S ribosomal protein L33,YP_500163.1
SAOUHSC_01652,NC_007795.1,1564943.0,1567018.0,-,,,penicillin-binding protein 3,YP_500164.1
SAOUHSC_01653,NC_007795.1,1567139.0,1567738.0,-,,,superoxide dismutase,YP_500165.1
SAOUHSC_01655,NC_007795.1,1568014.0,1568424.0,-,,,hypothetical protein,YP_500166.1
SAOUHSC_01656,NC_007795.1,1568411.0,1569274.0,-,,,hypothetical protein,YP_500167.1
SAOUHSC_01657,NC_007795.1,1569316.0,1570101.0,-,,,ABC transporter,YP_500168.1
SAOUHSC_01658,NC_007795.1,1570227.0,1571117.0,-,,,endonuclease IV,YP_500169.1
SAOUHSC_01659,NC_007795.1,1571127.0,1572473.0,-,,,hypothetical protein,YP_500170.1
SAOUHSC_01660,NC_007795.1,1572587.0,1573687.0,-,,,hypothetical protein,YP_500171.1
SAOUHSC_01661,NC_007795.1,1573690.0,1574367.0,-,,,hypothetical protein,YP_500172.1
SAOUHSC_01662,NC_007795.1,1574498.0,1575604.0,-,,,RNA polymerase sigma factor RpoD,YP_500173.1
SAOUHSC_01663,NC_007795.1,1575828.0,1577627.0,-,,,DNA primase,YP_500174.1
SAOUHSC_01664,NC_007795.1,1577688.0,1578506.0,-,,,hypothetical protein,YP_500175.1
SAOUHSC_01665,NC_007795.1,1578517.0,1579056.0,-,,,CBS domain-containing protein,YP_500176.1
SAOUHSC_01666,NC_007795.1,1579475.0,1580866.0,+,,,glycyl-tRNA synthetase,YP_500177.1
SAOUHSC_01667,NC_007795.1,1581016.0,1581762.0,-,,,hypothetical protein,YP_500178.1
SAOUHSC_01668,NC_007795.1,1581790.0,1582689.0,-,era,,GTP-binding protein Era,YP_500179.2
SAOUHSC_01670,NC_007795.1,1582690.0,1583094.0,-,,,cytidine deaminase,YP_500181.1
SAOUHSC_01671,NC_007795.1,1583105.0,1583449.0,-,,,diacylglycerol kinase,YP_500182.1
SAOUHSC_01672,NC_007795.1,1583452.0,1583919.0,-,,,hypothetical protein,YP_500183.1
SAOUHSC_01673,NC_007795.1,1583920.0,1584867.0,-,,,hypothetical protein,YP_500184.1
SAOUHSC_01675,NC_007795.1,1585171.0,1585869.0,-,,,hypothetical protein,YP_500185.1
SAOUHSC_01676,NC_007795.1,1585886.0,1586875.0,-,,,hypothetical protein,YP_500186.1
SAOUHSC_01677,NC_007795.1,1586893.0,1587576.0,-,,,hypothetical protein,YP_500187.1
SAOUHSC_01678,NC_007795.1,1587820.0,1587996.0,-,rpsU,,30S ribosomal protein S21,YP_500188.1
SAOUHSC_01679,NC_007795.1,1588289.0,1589635.0,-,,,hypothetical protein,YP_500189.1
SAOUHSC_01680,NC_007795.1,1589642.0,1590394.0,-,,,16S rRNA (uracil(1498)-N(3))-methyltransferase,YP_500190.1
SAOUHSC_01681,NC_007795.1,1590396.0,1591334.0,-,prmA,,ribosomal protein L11 methyltransferase,YP_500191.1
SAOUHSC_01682,NC_007795.1,1591338.0,1592477.0,-,,,chaperone protein DnaJ,YP_500192.1
SAOUHSC_01683,NC_007795.1,1592613.0,1594445.0,-,dnaK,,molecular chaperone DnaK,YP_500193.1
SAOUHSC_01684,NC_007795.1,1594514.0,1595140.0,-,,,heat shock protein GrpE,YP_500194.1
SAOUHSC_01685,NC_007795.1,1595172.0,1596149.0,-,,,heat-inducible transcription repressor HrcA,YP_500195.1
SAOUHSC_01686,NC_007795.1,1596250.0,1597374.0,-,,,coproporphyrinogen III oxidase,YP_500196.1
SAOUHSC_01687,NC_007795.1,1597626.0,1597754.0,-,,,hypothetical protein,YP_500197.1
SAOUHSC_01688,NC_007795.1,1597937.0,1599760.0,-,,,GTP-binding protein LepA,YP_500198.1
SAOUHSC_01689,NC_007795.1,1600106.0,1600357.0,+,rpsT,,30S ribosomal protein S20,YP_500199.1
SAOUHSC_01690,NC_007795.1,1600402.0,1601376.0,-,holA,,DNA polymerase III subunit delta,YP_500200.1
SAOUHSC_01691,NC_007795.1,1601433.0,1603580.0,-,,,DNA internalization-related competence protein ComEC/Rec2,YP_500201.1
SAOUHSC_01692,NC_007795.1,1603639.0,1604070.0,-,,,hypothetical protein,YP_500202.1
SAOUHSC_01693,NC_007795.1,1604192.0,1604878.0,-,,,hypothetical protein,YP_500203.1
SAOUHSC_01694,NC_007795.1,1604918.0,1605634.0,-,,,hypothetical protein,YP_500204.1
SAOUHSC_01695,NC_007795.1,1605637.0,1605990.0,-,,,hypothetical protein,YP_500205.1
SAOUHSC_01696,NC_007795.1,1605991.0,1606575.0,-,,,hypothetical protein,YP_500206.1
SAOUHSC_01697,NC_007795.1,1606565.0,1607134.0,-,,,nicotinate (nicotinamide) nucleotide adenylyltransferase,YP_500207.1
SAOUHSC_01698,NC_007795.1,1607137.0,1607427.0,-,,,hypothetical protein,YP_500208.1
SAOUHSC_01699,NC_007795.1,1607431.0,1608237.0,-,,,shikimate 5-dehydrogenase,YP_500209.1
SAOUHSC_01700,NC_007795.1,1608251.0,1609351.0,-,,,GTP-binding protein YqeH,YP_500210.1
SAOUHSC_01701,NC_007795.1,1609352.0,1609879.0,-,,,hypothetical protein,YP_500211.1
SAOUHSC_01702,NC_007795.1,1609899.0,1610585.0,-,,,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,YP_500212.1
SAOUHSC_01704,NC_007795.1,1610899.0,1611168.0,+,,,hypothetical protein,YP_500214.1
SAOUHSC_01705,NC_007795.1,1611370.0,1612074.0,-,,,enterotoxin family protein,YP_500215.1
SAOUHSC_01706,NC_007795.1,1612536.0,1613756.0,-,,,hypothetical protein,YP_500216.1
SAOUHSC_01707,NC_007795.1,1614045.0,1615274.0,-,,,hypothetical protein,YP_500217.1
SAOUHSC_01708,NC_007795.1,1615287.0,1616039.0,-,,,LamB/YcsF family protein,YP_500218.1
SAOUHSC_01709,NC_007795.1,1616039.0,1617400.0,-,,,acetyl-CoA carboxylase biotin carboxylase,YP_500219.1
SAOUHSC_01710,NC_007795.1,1617414.0,1617863.0,-,,,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit,YP_500220.1
SAOUHSC_01711,NC_007795.1,1617865.0,1618779.0,-,,,hypothetical protein,YP_500221.1
SAOUHSC_01712,NC_007795.1,1618865.0,1619566.0,-,,,hypothetical protein,YP_500222.1
SAOUHSC_01714,NC_007795.1,1619925.0,1620401.0,-,greA,,transcription elongation factor GreA,YP_500223.1
SAOUHSC_01715,NC_007795.1,1620429.0,1621052.0,-,,,uridine kinase,YP_500224.1
SAOUHSC_01716,NC_007795.1,1621052.0,1622320.0,-,,,hypothetical protein,YP_500225.1
SAOUHSC_01717,NC_007795.1,1622332.0,1623255.0,-,,,hypothetical protein,YP_500226.1
SAOUHSC_01718,NC_007795.1,1623258.0,1623896.0,-,,,hypothetical protein,YP_500227.1
SAOUHSC_01719,NC_007795.1,1624181.0,1624489.0,-,,,hypothetical protein,YP_500228.1
SAOUHSC_01720,NC_007795.1,1624504.0,1624932.0,-,,,Holliday junction resolvase-like protein,YP_500229.1
SAOUHSC_01721,NC_007795.1,1624936.0,1625196.0,-,,,hypothetical protein,YP_500230.1
SAOUHSC_01722,NC_007795.1,1625259.0,1627889.0,-,alaS,,alanyl-tRNA synthetase,YP_500231.1
SAOUHSC_01723,NC_007795.1,1628232.0,1630709.0,-,,,hypothetical protein,YP_500232.1
SAOUHSC_01724,NC_007795.1,1630711.0,1631379.0,-,,,hypothetical protein,YP_500233.1
SAOUHSC_01727,NC_007795.1,1632959.0,1634101.0,-,,,hypothetical protein,YP_500236.1
SAOUHSC_01728,NC_007795.1,1634413.0,1635426.0,+,,,hypothetical protein,YP_500237.1
SAOUHSC_01729,NC_007795.1,1635663.0,1635809.0,-,,,hypothetical protein,YP_500238.1
SAOUHSC_01730,NC_007795.1,1635849.0,1636031.0,-,,,hypothetical protein,YP_500239.1
SAOUHSC_01734,NC_007795.1,1636639.0,1637913.0,+,,,recombination factor protein RarA,YP_500242.2
SAOUHSC_01735,NC_007795.1,1638074.0,1638847.0,-,,,hypothetical protein,YP_500243.1
SAOUHSC_01736,NC_007795.1,1638847.0,1638975.0,-,,,hypothetical protein,YP_500244.1
SAOUHSC_01737,NC_007795.1,1639308.0,1641074.0,-,aspS,,aspartyl-tRNA synthetase,YP_500245.1
SAOUHSC_01738,NC_007795.1,1641090.0,1642352.0,-,hisS,,histidyl-tRNA synthetase,YP_500246.1
SAOUHSC_01739,NC_007795.1,1642813.0,1643688.0,-,,,hypothetical protein,YP_500247.1
SAOUHSC_01741,NC_007795.1,1643685.0,1644137.0,-,,,D-tyrosyl-tRNA(Tyr) deacylase,YP_500248.1
SAOUHSC_01742,NC_007795.1,1644149.0,1646338.0,-,,,GTP pyrophosphokinase,YP_500249.1
SAOUHSC_01743,NC_007795.1,1646766.0,1647284.0,-,,,adenine phosphoribosyltransferase,YP_500250.1
SAOUHSC_01744,NC_007795.1,1647306.0,1649579.0,-,,,hypothetical protein,YP_500251.1
SAOUHSC_01746,NC_007795.1,1649782.0,1652061.0,-,,,bifunctional preprotein translocase subunit SecD/SecF,YP_500252.2
SAOUHSC_01747,NC_007795.1,1652336.0,1652596.0,-,,,preprotein translocase subunit YajC,YP_500253.1
SAOUHSC_01748,NC_007795.1,1652615.0,1653754.0,-,tgt,,queuine tRNA-ribosyltransferase,YP_500254.1
SAOUHSC_01749,NC_007795.1,1653777.0,1654802.0,-,queA,,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,YP_500255.1
SAOUHSC_01750,NC_007795.1,1654804.0,1655808.0,-,ruvB,,Holliday junction DNA helicase RuvB,YP_500256.1
SAOUHSC_01751,NC_007795.1,1655840.0,1656442.0,-,ruvA,,Holliday junction DNA helicase RuvA,YP_500257.1
SAOUHSC_01752,NC_007795.1,1656456.0,1656911.0,-,,,hypothetical protein,YP_500258.1
SAOUHSC_01753,NC_007795.1,1656924.0,1658216.0,-,obgE,,GTPase ObgE,YP_500259.1
SAOUHSC_01755,NC_007795.1,1658571.0,1658855.0,-,rpmA,,50S ribosomal protein L27,YP_500260.1
SAOUHSC_01756,NC_007795.1,1658867.0,1659187.0,-,,,hypothetical protein,YP_500261.1
SAOUHSC_01757,NC_007795.1,1659193.0,1659501.0,-,rplU,,50S ribosomal protein L21,YP_500262.1
SAOUHSC_01758,NC_007795.1,1659668.0,1660198.0,-,,,hypothetical protein,YP_500263.1
SAOUHSC_01759,NC_007795.1,1660198.0,1661040.0,-,,,rod shape-determining protein MreC,YP_500264.1
SAOUHSC_01760,NC_007795.1,1661240.0,1661359.0,-,,,hypothetical protein,YP_500265.1
SAOUHSC_01761,NC_007795.1,1661433.0,1661906.0,-,,,hypothetical protein,YP_500266.1
SAOUHSC_01761a,NC_007795.1,1662066.0,1662263.0,+,,,membrane protein,YP_008530242.1
SAOUHSC_01762,NC_007795.1,1662380.0,1662664.0,-,,,hypothetical protein,YP_500267.1
SAOUHSC_01763,NC_007795.1,1662732.0,1663388.0,-,,,hypothetical protein,YP_500268.1
SAOUHSC_01764,NC_007795.1,1663415.0,1664122.0,-,,,hypothetical protein,YP_500269.1
SAOUHSC_01765,NC_007795.1,1664224.0,1664334.0,+,,,hypothetical protein,YP_500270.1
SAOUHSC_01766,NC_007795.1,1664392.0,1665663.0,-,,,folylpolyglutamate synthase/dihydrofolate synthase,YP_500271.1
SAOUHSC_01767,NC_007795.1,1665676.0,1668306.0,-,valS,,valyl-tRNA synthetase,YP_500272.1
SAOUHSC_01768,NC_007795.1,1668709.0,1669269.0,+,,,hypothetical protein,YP_500273.1
SAOUHSC_01769,NC_007795.1,1669492.0,1670565.0,-,,,hypothetical protein,YP_500274.1
SAOUHSC_01770,NC_007795.1,1670599.0,1670700.0,-,,,hypothetical protein,YP_500275.1
SAOUHSC_01771,NC_007795.1,1670761.0,1672047.0,-,,,glutamate-1-semialdehyde aminotransferase,YP_500276.1
SAOUHSC_01772,NC_007795.1,1672095.0,1673069.0,-,,,delta-aminolevulinic acid dehydratase,YP_500277.1
SAOUHSC_01773,NC_007795.1,1673072.0,1673740.0,-,,,uroporphyrinogen III synthase,YP_500278.1
SAOUHSC_01774,NC_007795.1,1673762.0,1674688.0,-,hemC,,porphobilinogen deaminase,YP_500279.1
SAOUHSC_01775,NC_007795.1,1674730.0,1675545.0,-,,,hypothetical protein,YP_500280.1
SAOUHSC_01776,NC_007795.1,1675567.0,1676913.0,-,hemA,,glutamyl-tRNA reductase,YP_500281.1
SAOUHSC_01777,NC_007795.1,1677130.0,1677720.0,-,engB,,ribosome biogenesis GTP-binding protein YsxC,YP_500282.1
